# r numerical exact
1.39878 0.345346 0.345356
1.40041 0.345185 0.345196
1.40204 0.345024 0.345035
1.40367 0.344862 0.344873
1.4053 0.3447 0.34471
1.40694 0.344537 0.344547
1.40859 0.344373 0.344383
1.41023 0.344208 0.344219
1.41188 0.344043 0.344054
1.41353 0.343877 0.343888
1.41519 0.34371 0.343721
1.41684 0.343543 0.343554
1.4185 0.343375 0.343386
1.42017 0.343206 0.343217
1.42183 0.343037 0.343047
1.42351 0.342866 0.342877
1.42518 0.342695 0.342706
1.42686 0.342524 0.342535
1.42854 0.342351 0.342362
1.43022 0.342178 0.342189
1.43191 0.342004 0.342015
1.4336 0.34183 0.341841
1.43529 0.341655 0.341666
1.43699 0.341479 0.34149
1.43869 0.341302 0.341313
1.44039 0.341124 0.341135
1.44209 0.340946 0.340957
1.4438 0.340767 0.340778
1.44552 0.340588 0.340599
1.44723 0.340407 0.340418
1.44895 0.340226 0.340237
1.45068 0.340044 0.340055
1.4524 0.339861 0.339873
1.45414 0.339678 0.339689
1.45587 0.339494 0.339505
1.45761 0.339309 0.33932
1.45935 0.339123 0.339135
1.46109 0.338937 0.338948
1.46284 0.33875 0.338761
1.46459 0.338562 0.338573
1.46634 0.338373 0.338385
1.4681 0.338184 0.338195
1.46987 0.337993 0.338005
1.47163 0.337802 0.337814
1.4734 0.337611 0.337622
1.47517 0.337418 0.33743
1.47695 0.337225 0.337237
1.47873 0.337031 0.337042
1.48051 0.336836 0.336848
1.4823 0.33664 0.336652
1.48409 0.336444 0.336456
1.48589 0.336247 0.336258
1.48769 0.336049 0.33606
1.48949 0.33585 0.335862
1.4913 0.33565 0.335662
1.49311 0.33545 0.335462
1.49492 0.335249 0.335261
1.49674 0.335047 0.335059
1.49856 0.334844 0.334856
1.50038 0.33464 0.334652
1.50221 0.334436 0.334448
1.50405 0.334231 0.334243
1.50588 0.334025 0.334037
1.50773 0.333818 0.33383
1.50957 0.33361 0.333622
1.51142 0.333402 0.333414
1.51327 0.333192 0.333205
1.51513 0.332982 0.332995
1.51699 0.332771 0.332784
1.51886 0.33256 0.332572
1.52073 0.332347 0.33236
1.5226 0.332134 0.332146
1.52448 0.331919 0.331932
1.52636 0.331704 0.331717
1.52824 0.331488 0.331501
1.53013 0.331272 0.331284
1.53203 0.331054 0.331067
1.53393 0.330835 0.330848
1.53583 0.330616 0.330629
1.53774 0.330396 0.330409
1.53965 0.330175 0.330188
1.54156 0.329953 0.329966
1.54348 0.32973 0.329743
1.54541 0.329507 0.32952
1.54734 0.329282 0.329295
1.54927 0.329057 0.32907
1.55121 0.32883 0.328844
1.55315 0.328603 0.328616
1.55509 0.328375 0.328388
1.55704 0.328147 0.32816
1.559 0.327917 0.32793
1.56096 0.327686 0.327699
1.56292 0.327455 0.327468
1.56489 0.327222 0.327235
1.56687 0.326989 0.327002
1.56884 0.326755 0.326768
1.57083 0.326519 0.326533
1.57281 0.326283 0.326297
1.57481 0.326047 0.32606
1.5768 0.325809 0.325822
1.5788 0.32557 0.325583
1.58081 0.32533 0.325344
1.58282 0.32509 0.325103
1.58484 0.324848 0.324862
1.58686 0.324606 0.324619
1.58888 0.324362 0.324376
1.59091 0.324118 0.324132
1.59295 0.323873 0.323887
1.59499 0.323627 0.32364
1.59703 0.323379 0.323393
1.59908 0.323131 0.323145
1.60114 0.322882 0.322896
1.6032 0.322632 0.322646
1.60526 0.322381 0.322396
1.60734 0.32213 0.322144
1.60941 0.321877 0.321891
1.61149 0.321623 0.321637
1.61358 0.321368 0.321382
1.61567 0.321112 0.321127
1.61776 0.320856 0.32087
1.61987 0.320598 0.320612
1.62197 0.320339 0.320354
1.62409 0.32008 0.320094
1.6262 0.319819 0.319833
1.62833 0.319557 0.319572
1.63045 0.319295 0.319309
1.63259 0.319031 0.319046
1.63473 0.318766 0.318781
1.63687 0.318501 0.318515
1.63902 0.318234 0.318249
1.64118 0.317966 0.317981
1.64334 0.317698 0.317712
1.64551 0.317428 0.317443
1.64768 0.317157 0.317172
1.64986 0.316885 0.3169
1.65204 0.316612 0.316627
1.65423 0.316339 0.316354
1.65643 0.316064 0.316079
1.65863 0.315788 0.315803
1.66084 0.315511 0.315526
1.66305 0.315233 0.315248
1.66527 0.314954 0.314969
1.66749 0.314673 0.314689
1.66972 0.314392 0.314407
1.67196 0.31411 0.314125
1.67421 0.313826 0.313842
1.67645 0.313542 0.313557
1.67871 0.313256 0.313272
1.68097 0.31297 0.312985
1.68324 0.312682 0.312697
1.68551 0.312393 0.312409
1.68779 0.312103 0.312119
1.69008 0.311812 0.311828
1.69237 0.31152 0.311536
1.69467 0.311227 0.311242
1.69698 0.310932 0.310948
1.69929 0.310637 0.310653
1.70161 0.31034 0.310356
1.70394 0.310042 0.310058
1.70627 0.309743 0.309759
1.70861 0.309443 0.309459
1.71095 0.309142 0.309158
1.71331 0.30884 0.308856
1.71566 0.308536 0.308552
1.71803 0.308231 0.308248
1.7204 0.307926 0.307942
1.72278 0.307618 0.307635
1.72517 0.30731 0.307327
1.72756 0.307001 0.307017
1.72996 0.30669 0.306707
1.73237 0.306379 0.306395
1.73479 0.306066 0.306082
1.73721 0.305751 0.305768
1.73964 0.305436 0.305453
1.74207 0.305119 0.305136
1.74452 0.304802 0.304818
1.74697 0.304482 0.304499
1.74943 0.304162 0.304179
1.75189 0.303841 0.303858
1.75437 0.303518 0.303535
1.75685 0.303194 0.303211
1.75934 0.302869 0.302886
1.76183 0.302542 0.302559
1.76434 0.302214 0.302232
1.76685 0.301885 0.301903
1.76937 0.301555 0.301572
1.7719 0.301223 0.301241
1.77443 0.30089 0.300908
1.77697 0.300556 0.300574
1.77953 0.300221 0.300238
1.78209 0.299884 0.299902
1.78465 0.299546 0.299563
1.78723 0.299206 0.299224
1.78981 0.298866 0.298883
1.79241 0.298524 0.298541
1.79501 0.29818 0.298198
1.79761 0.297835 0.297853
1.80023 0.297489 0.297507
1.80286 0.297142 0.29716
1.80549 0.296793 0.296811
1.80814 0.296443 0.296461
1.81079 0.296091 0.296109
1.81345 0.295738 0.295756
1.81612 0.295384 0.295402
1.8188 0.295028 0.295046
1.82149 0.294671 0.294689
1.82418 0.294312 0.294331
1.82689 0.293952 0.293971
1.8296 0.293591 0.293609
1.83233 0.293228 0.293247
1.83506 0.292864 0.292882
1.83781 0.292498 0.292517
1.84056 0.292131 0.29215
1.84332 0.291762 0.291781
1.84609 0.291392 0.291411
1.84887 0.29102 0.291039
1.85166 0.290647 0.290666
1.85447 0.290273 0.290292
1.85728 0.289897 0.289916
1.8601 0.289519 0.289538
1.86293 0.28914 0.289159
1.86577 0.288759 0.288779
1.86862 0.288377 0.288396
1.87148 0.287993 0.288013
1.87435 0.287608 0.287628
1.87723 0.287221 0.287241
1.88013 0.286833 0.286852
1.88303 0.286443 0.286463
1.88594 0.286051 0.286071
1.88887 0.285658 0.285678
1.8918 0.285263 0.285283
1.89475 0.284867 0.284887
1.89771 0.284469 0.284489
1.90067 0.284069 0.28409
1.90365 0.283668 0.283688
1.90665 0.283265 0.283286
1.90965 0.282861 0.282881
1.91266 0.282454 0.282475
1.91569 0.282047 0.282067
1.91872 0.281637 0.281658
1.92177 0.281226 0.281246
1.92483 0.280813 0.280834
1.9279 0.280398 0.280419
1.93099 0.279982 0.280003
1.93408 0.279564 0.279585
1.93719 0.279144 0.279165
1.94031 0.278722 0.278743
1.94345 0.278299 0.27832
1.94659 0.277874 0.277895
1.94975 0.277447 0.277468
1.95292 0.277018 0.277039
1.95611 0.276588 0.276609
1.9593 0.276155 0.276177
1.96251 0.275721 0.275743
1.96574 0.275285 0.275307
1.96897 0.274847 0.274869
1.97222 0.274408 0.274429
1.97549 0.273966 0.273988
1.97876 0.273523 0.273545
1.98205 0.273077 0.273099
1.98536 0.27263 0.272652
1.98868 0.272181 0.272203
1.99201 0.27173 0.271752
1.99535 0.271277 0.271299
1.99872 0.270822 0.270844
2.00209 0.270365 0.270388
2.00548 0.269906 0.269929
2.00888 0.269446 0.269468
2.0123 0.268983 0.269005
2.01574 0.268518 0.268541
2.01919 0.268051 0.268074
2.02265 0.267582 0.267605
2.02613 0.267111 0.267135
2.02963 0.266639 0.266662
2.03314 0.266164 0.266187
2.03666 0.265687 0.26571
2.04021 0.265207 0.265231
2.04376 0.264726 0.26475
2.04734 0.264243 0.264266
2.05093 0.263757 0.263781
2.05454 0.26327 0.263294
2.05816 0.26278 0.262804
2.0618 0.262288 0.262312
2.06546 0.261794 0.261818
2.06913 0.261298 0.261322
2.07282 0.2608 0.260824
2.07653 0.260299 0.260323
2.08026 0.259796 0.25982
2.084 0.259291 0.259315
2.08776 0.258784 0.258808
2.09154 0.258274 0.258299
2.09534 0.257762 0.257787
2.09915 0.257248 0.257273
2.10298 0.256732 0.256757
2.10684 0.256213 0.256238
2.11071 0.255692 0.255717
2.1146 0.255169 0.255194
2.1185 0.254643 0.254668
2.12243 0.254115 0.25414
2.12638 0.253584 0.25361
2.13034 0.253052 0.253077
2.13433 0.252516 0.252542
2.13833 0.251979 0.252005
2.14236 0.251439 0.251465
2.14641 0.250897 0.250923
2.15047 0.250352 0.250378
2.15456 0.249804 0.249831
2.15866 0.249255 0.249281
2.16279 0.248703 0.248729
2.16694 0.248148 0.248175
2.17111 0.247591 0.247617
2.1753 0.247031 0.247058
2.17951 0.246469 0.246496
2.18374 0.245904 0.245931
2.188 0.245337 0.245364
2.19227 0.244768 0.244795
2.19657 0.244195 0.244223
2.20089 0.243621 0.243648
2.20524 0.243043 0.243071
2.2096 0.242464 0.242491
2.21399 0.241881 0.241909
2.2184 0.241296 0.241324
2.22283 0.240709 0.240737
2.22729 0.240119 0.240147
2.23177 0.239526 0.239554
2.23627 0.238931 0.238959
2.2408 0.238333 0.238361
2.24535 0.237732 0.237761
2.24993 0.237129 0.237158
2.25452 0.236524 0.236553
2.25915 0.235915 0.235944
2.26379 0.235305 0.235334
2.26846 0.234691 0.234721
2.27316 0.234075 0.234105
2.27787 0.233457 0.233486
2.28262 0.232836 0.232865
2.28739 0.232212 0.232242
2.29218 0.231586 0.231616
2.297 0.230957 0.230987
2.30184 0.230326 0.230356
2.3067 0.229692 0.229722
2.3116 0.229055 0.229086
2.31651 0.228417 0.228447
2.32146 0.227775 0.227806
2.32642 0.227131 0.227162
2.33141 0.226485 0.226516
2.33643 0.225836 0.225867
2.34147 0.225185 0.225216
2.34654 0.224531 0.224563
2.35163 0.223875 0.223907
2.35675 0.223217 0.223249
2.3619 0.222556 0.222588
2.36706 0.221893 0.221926
2.37226 0.221228 0.22126
2.37747 0.220561 0.220593
2.38272 0.219891 0.219924
2.38798 0.219219 0.219252
2.39328 0.218545 0.218578
2.39859 0.217869 0.217902
2.40393 0.217191 0.217224
2.4093 0.21651 0.216544
2.41469 0.215828 0.215862
2.4201 0.215144 0.215177
2.42554 0.214458 0.214491
2.431 0.21377 0.213804
2.43648 0.21308 0.213114
2.44199 0.212388 0.212423
2.44752 0.211695 0.21173
2.45307 0.211 0.211035
2.45865 0.210304 0.210339
2.46425 0.209606 0.209641
2.46987 0.208906 0.208941
2.47551 0.208205 0.208241
2.48117 0.207503 0.207539
2.48685 0.206799 0.206835
2.49255 0.206095 0.20613
2.49828 0.205389 0.205425
2.50402 0.204681 0.204718
2.50978 0.203973 0.20401
2.51557 0.203264 0.203301
2.52137 0.202554 0.202591
2.52719 0.201843 0.20188
2.53302 0.201132 0.201169
2.53888 0.20042 0.200457
2.54475 0.199707 0.199744
2.55064 0.198993 0.199031
2.55654 0.198279 0.198317
2.56246 0.197565 0.197603
2.5684 0.196851 0.196889
2.57435 0.196136 0.196174
2.58031 0.195421 0.195459
2.58629 0.194706 0.194744
2.59228 0.19399 0.19403
2.59829 0.193275 0.193315
2.60431 0.19256 0.1926
2.61034 0.191845 0.191885
2.61638 0.191131 0.191171
2.62243 0.190417 0.190457
2.6285 0.189703 0.189743
2.63457 0.188989 0.18903
2.64065 0.188276 0.188317
2.64675 0.187564 0.187605
2.65285 0.186853 0.186894
2.65896 0.186142 0.186183
2.66508 0.185432 0.185473
2.6712 0.184722 0.184764
2.67734 0.184014 0.184056
2.68348 0.183307 0.183349
2.68962 0.1826 0.182643
2.69578 0.181895 0.181938
2.70193 0.181191 0.181234
2.7081 0.180488 0.180531
2.71427 0.179786 0.17983
2.72044 0.179086 0.17913
2.72662 0.178387 0.178431
2.7328 0.177689 0.177733
2.73898 0.176993 0.177037
2.74517 0.176298 0.176343
2.75136 0.175605 0.17565
2.75755 0.174913 0.174958
2.76375 0.174223 0.174268
2.76994 0.173535 0.17358
2.77614 0.172848 0.172894
2.78234 0.172163 0.172209
2.78854 0.171479 0.171525
2.79474 0.170798 0.170844
2.80095 0.170118 0.170165
2.80715 0.16944 0.169487
2.81335 0.168764 0.168811
2.81956 0.16809 0.168137
2.82576 0.167417 0.167465
2.83196 0.166747 0.166794
2.83817 0.166078 0.166126
2.84437 0.165412 0.16546
2.85057 0.164747 0.164795
2.85677 0.164084 0.164133
2.86297 0.163424 0.163473
2.86917 0.162765 0.162814
2.87536 0.162109 0.162158
2.88156 0.161454 0.161504
2.88775 0.160802 0.160852
2.89394 0.160151 0.160201
2.90013 0.159503 0.159553
2.90632 0.158857 0.158907
2.91251 0.158213 0.158264
2.91869 0.157571 0.157622
2.92488 0.156931 0.156982
2.93106 0.156293 0.156345
2.93723 0.155657 0.155709
2.94341 0.155024 0.155076
2.94958 0.154392 0.154445
2.95575 0.153763 0.153816
2.96192 0.153136 0.153189
2.96809 0.152511 0.152564
2.97426 0.151888 0.151941
2.98042 0.151267 0.151321
2.98658 0.150648 0.150702
2.99273 0.150032 0.150086
2.99889 0.149418 0.149472
3.00504 0.148805 0.14886
3.01119 0.148195 0.14825
3.01734 0.147587 0.147642
3.02349 0.146981 0.147036
3.02963 0.146377 0.146433
3.03577 0.145775 0.145831
3.04191 0.145176 0.145232
3.04805 0.144578 0.144635
3.05418 0.143983 0.144039
3.06031 0.143389 0.143446
3.06644 0.142798 0.142855
3.07257 0.142209 0.142266
3.0787 0.141622 0.141679
3.08482 0.141036 0.141094
3.09094 0.140453 0.140512
3.09706 0.139872 0.139931
3.10318 0.139293 0.139352
3.10929 0.138716 0.138775
3.11541 0.138141 0.138201
3.12152 0.137568 0.137628
3.12763 0.136997 0.137057
3.13374 0.136428 0.136489
3.13985 0.135861 0.135922
3.14596 0.135296 0.135357
3.15206 0.134733 0.134794
3.15816 0.134172 0.134234
3.16427 0.133613 0.133675
3.17037 0.133056 0.133118
3.17647 0.132501 0.132563
3.18257 0.131948 0.13201
3.18866 0.131396 0.131459
3.19476 0.130847 0.13091
3.20086 0.130299 0.130362
3.20695 0.129753 0.129817
3.21304 0.12921 0.129273
3.21914 0.128668 0.128732
3.22523 0.128128 0.128192
3.23132 0.127589 0.127654
3.23741 0.127053 0.127118
3.24351 0.126518 0.126584
3.2496 0.125986 0.126051
3.25569 0.125455 0.125521
3.26178 0.124926 0.124992
3.26787 0.124398 0.124465
3.27396 0.123873 0.12394
3.28005 0.123349 0.123416
3.28614 0.122827 0.122895
3.29223 0.122307 0.122375
3.29832 0.121789 0.121857
3.30442 0.121272 0.12134
3.31051 0.120757 0.120826
3.3166 0.120244 0.120313
3.32269 0.119732 0.119802
3.32879 0.119222 0.119292
3.33488 0.118714 0.118784
3.34098 0.118208 0.118278
3.34708 0.117703 0.117774
3.35317 0.1172 0.117271
3.35927 0.116699 0.11677
3.36537 0.116199 0.116271
3.37147 0.115701 0.115773
3.37758 0.115205 0.115277
3.38368 0.11471 0.114782
3.38979 0.114217 0.11429
3.39589 0.113725 0.113798
3.402 0.113235 0.113309
3.40811 0.112747 0.112821
3.41423 0.11226 0.112334
3.42034 0.111775 0.11185
3.42646 0.111291 0.111366
3.43258 0.110809 0.110885
3.4387 0.110329 0.110405
3.44482 0.10985 0.109926
3.45094 0.109373 0.109449
3.45707 0.108897 0.108974
3.4632 0.108423 0.1085
3.46934 0.10795 0.108027
3.47547 0.107479 0.107556
3.48161 0.107009 0.107087
3.48775 0.106541 0.106619
3.49389 0.106074 0.106153
3.50004 0.105609 0.105688
3.50619 0.105145 0.105224
3.51234 0.104683 0.104762
3.5185 0.104222 0.104302
3.52466 0.103762 0.103843
3.53082 0.103304 0.103385
3.53699 0.102848 0.102929
3.54316 0.102393 0.102474
3.54934 0.101939 0.102021
3.55551 0.101487 0.101569
3.56169 0.101036 0.101119
3.56788 0.100587 0.10067
3.57407 0.100139 0.100222
3.58026 0.0996923 0.099776
3.58646 0.0992471 0.0993312
3.59266 0.0988032 0.0988878
3.59887 0.0983608 0.0984457
3.60508 0.0979197 0.098005
3.6113 0.09748 0.0975657
3.61752 0.0970417 0.0971278
3.62374 0.0966047 0.0966912
3.62997 0.096169 0.0962559
3.6362 0.0957347 0.095822
3.64244 0.0953017 0.0953894
3.64869 0.0948701 0.0949581
3.65494 0.0944397 0.0945282
3.66119 0.0940107 0.0940996
3.66745 0.093583 0.0936723
3.67371 0.0931566 0.0932463
3.67998 0.0927315 0.0928216
3.68626 0.0923077 0.0923982
3.69254 0.0918852 0.0919761
3.69883 0.0914639 0.0915552
3.70512 0.0910439 0.0911357
3.71142 0.0906252 0.0907174
3.71773 0.0902078 0.0903004
3.72404 0.0897916 0.0898847
3.73035 0.0893767 0.0894702
3.73668 0.088963 0.0890569
3.74301 0.0885506 0.0886449
3.74934 0.0881394 0.0882342
3.75568 0.0877295 0.0878246
3.76203 0.0873207 0.0874164
3.76839 0.0869132 0.0870093
3.77475 0.086507 0.0866035
3.78112 0.0861019 0.0861988
3.78749 0.085698 0.0857954
3.79388 0.0852954 0.0853932
3.80027 0.0848939 0.0849922
3.80666 0.0844936 0.0845924
3.81307 0.0840946 0.0841938
3.81948 0.0836967 0.0837964
3.8259 0.0833 0.0834001
3.83233 0.0829044 0.083005
3.83876 0.0825101 0.0826112
3.8452 0.0821169 0.0822184
3.85165 0.0817248 0.0818269
3.85811 0.081334 0.0814365
3.86457 0.0809442 0.0810472
3.87105 0.0805557 0.0806591
3.87753 0.0801682 0.0802722
3.88402 0.0797819 0.0798864
3.89052 0.0793968 0.0795017
3.89703 0.0790128 0.0791182
3.90354 0.0786299 0.0787358
3.91007 0.0782481 0.0783546
3.9166 0.0778675 0.0779744
3.92314 0.0774879 0.0775954
3.92969 0.0771095 0.0772175
3.93625 0.0767322 0.0768407
3.94282 0.076356 0.076465
3.9494 0.0759809 0.0760904
3.95598 0.0756069 0.0757169
3.96258 0.0752339 0.0753445
3.96919 0.0748621 0.0749732
3.9758 0.0744914 0.074603
3.98243 0.0741217 0.0742339
3.98906 0.0737531 0.0738658
3.99571 0.0733856 0.0734989
4.00236 0.0730191 0.073133
4.00903 0.0726538 0.0727681
4.0157 0.0722895 0.0724044
4.02239 0.0719262 0.0720417
4.02908 0.071564 0.07168
4.03579 0.0712028 0.0713195
4.0425 0.0708427 0.0709599
4.04923 0.0704837 0.0706014
4.05597 0.0701257 0.070244
4.06272 0.0697687 0.0698876
4.06948 0.0694128 0.0695323
4.07625 0.0690579 0.0691779
4.08303 0.068704 0.0688247
4.08983 0.0683511 0.0684724
4.09663 0.0679993 0.0681212
4.10345 0.0676485 0.067771
4.11028 0.0672987 0.0674218
4.11712 0.0669499 0.0670736
4.12397 0.0666022 0.0667265
4.13083 0.0662554 0.0663803
4.13771 0.0659096 0.0660352
4.1446 0.0655649 0.0656911
4.1515 0.0652211 0.0653479
4.15841 0.0648784 0.0650058
4.16534 0.0645366 0.0646647
4.17228 0.0641958 0.0643246
4.17923 0.063856 0.0639854
4.18619 0.0635172 0.0636473
4.19317 0.0631794 0.0633101
4.20016 0.0628425 0.0629739
4.20716 0.0625066 0.0626387
4.21418 0.0621717 0.0623045
4.22121 0.0618378 0.0619712
4.22825 0.0615048 0.0616389
4.23531 0.0611728 0.0613076
4.24238 0.0608418 0.0609773
4.24946 0.0605117 0.0606479
4.25656 0.0601826 0.0603195
4.26368 0.0598544 0.059992
4.2708 0.0595272 0.0596655
4.27795 0.0592009 0.05934
4.2851 0.0588756 0.0590154
4.29227 0.0585512 0.0586917
4.29946 0.0582278 0.058369
4.30666 0.0579053 0.0580473
4.31388 0.0575837 0.0577265
4.32111 0.0572631 0.0574066
4.32836 0.0569434 0.0570876
4.33562 0.0566246 0.0567696
4.3429 0.0563068 0.0564526
4.35019 0.0559899 0.0561364
4.3575 0.0556739 0.0558212
4.36483 0.0553588 0.055507
4.37217 0.0550446 0.0551936
4.37953 0.0547314 0.0548812
4.3869 0.0544191 0.0545697
4.39429 0.0541077 0.0542591
4.4017 0.0537972 0.0539494
4.40913 0.0534876 0.0536406
4.41657 0.0531789 0.0533328
4.42403 0.0528711 0.0530258
4.4315 0.0525642 0.0527198
4.439 0.0522582 0.0524147
4.44651 0.0519531 0.0521104
4.45404 0.0516489 0.0518071
4.46159 0.0513456 0.0515047
4.46915 0.0510432 0.0512032
4.47674 0.0507417 0.0509025
4.48434 0.0504411 0.0506028
4.49196 0.0501413 0.050304
4.4996 0.0498425 0.050006
4.50726 0.0495445 0.0497089
4.51494 0.0492474 0.0494128
4.52264 0.0489511 0.0491175
4.53035 0.0486558 0.0488231
4.53809 0.0483613 0.0485295
4.54584 0.0480677 0.0482369
4.55362 0.047775 0.0479451
4.56142 0.0474831 0.0476543
4.56923 0.0471921 0.0473642
4.57707 0.046902 0.0470751
4.58493 0.0466127 0.0467868
4.59281 0.0463243 0.0464994
4.60071 0.0460367 0.0462129
4.60863 0.04575 0.0459273
4.61657 0.0454642 0.0456425
4.62453 0.0451792 0.0453585
4.63252 0.0448951 0.0450755
4.64053 0.0446118 0.0447933
4.64855 0.0443294 0.0445119
4.65661 0.0440478 0.0442314
4.66468 0.0437671 0.0439518
4.67278 0.0434872 0.043673
4.6809 0.0432081 0.0433951
4.68904 0.0429299 0.043118
4.69721 0.0426526 0.0428418
4.7054 0.0423761 0.0425664
4.71361 0.0421004 0.0422919
4.72185 0.0418255 0.0420182
4.73012 0.0415515 0.0417454
4.7384 0.0412783 0.0414734
4.74671 0.041006 0.0412023
4.75505 0.0407345 0.040932
4.76341 0.0404638 0.0406625
4.7718 0.0401939 0.0403939
4.78021 0.0399249 0.0401262
4.78865 0.0396567 0.0398592
4.79711 0.0393893 0.0395931
4.80561 0.0391227 0.0393278
4.81412 0.038857 0.0390634
4.82267 0.0385921 0.0387998
4.83124 0.038328 0.038537
4.83984 0.0380647 0.0382751
4.84846 0.0378022 0.038014
4.85712 0.0375406 0.0377537
4.8658 0.0372797 0.0374942
4.87451 0.0370197 0.0372356
4.88325 0.0367605 0.0369778
4.89202 0.0365021 0.0367208
4.90081 0.0362444 0.0364647
4.90964 0.0359877 0.0362093
4.91849 0.0357317 0.0359548
4.92738 0.0354765 0.0357011
4.9363 0.0352221 0.0354483
4.94524 0.0349685 0.0351962
4.95422 0.0347157 0.034945
4.96323 0.0344638 0.0346946
4.97227 0.0342126 0.034445
4.98134 0.0339622 0.0341962
4.99044 0.0337126 0.0339482
4.99958 0.0334638 0.033701
5.00875 0.0332159 0.0334547
5.01795 0.0329687 0.0332091
5.02719 0.0327223 0.0329644
5.03646 0.0324766 0.0327205
5.04576 0.0322318 0.0324774
5.0551 0.0319878 0.0322351
5.06447 0.0317445 0.0319936
5.07387 0.0315021 0.0317529
5.08332 0.0312604 0.0315131
5.0928 0.0310195 0.031274
5.10231 0.0307794 0.0310357
5.11186 0.0305401 0.0307983
5.12145 0.0303016 0.0305616
5.13107 0.0300638 0.0303258
5.14073 0.0298268 0.0300907
5.15043 0.0295907 0.0298565
5.16017 0.0293552 0.0296231
5.16995 0.0291206 0.0293904
5.17977 0.0288867 0.0291586
5.18962 0.0286537 0.0289275
5.19952 0.0284214 0.0286973
5.20945 0.0281898 0.0284679
5.21943 0.0279591 0.0282392
5.22945 0.0277291 0.0280114
5.23951 0.0274999 0.0277843
5.24961 0.0272714 0.0275581
5.25976 0.0270437 0.0273326
5.26995 0.0268168 0.027108
5.28018 0.0265907 0.0268841
5.29045 0.0263653 0.0266611
5.30077 0.0261407 0.0264388
5.31114 0.0259169 0.0262174
5.32155 0.0256938 0.0259967
5.33201 0.0254715 0.0257768
5.34251 0.0252499 0.0255577
5.35306 0.0250291 0.0253394
5.36366 0.0248091 0.025122
5.37431 0.0245898 0.0249053
5.385 0.0243713 0.0246894
5.39574 0.0241536 0.0244742
5.40654 0.0239366 0.0242599
5.41738 0.0237204 0.0240464
5.42828 0.0235049 0.0238337
5.43922 0.0232902 0.0236217
5.45022 0.0230762 0.0234106
5.46128 0.022863 0.0232002
5.47238 0.0226505 0.0229907
5.48354 0.0224388 0.0227819
5.49475 0.0222278 0.0225739
5.50602 0.0220176 0.0223668
5.51735 0.0218082 0.0221604
5.52873 0.0215995 0.0219548
5.54017 0.0213915 0.02175
5.55166 0.0211843 0.021546
5.56322 0.0209778 0.0213427
5.57484 0.0207721 0.0211403
5.58651 0.0205671 0.0209387
5.59825 0.0203628 0.0207378
5.61005 0.0201593 0.0205378
5.62191 0.0199566 0.0203385
5.63383 0.0197545 0.0201401
5.64582 0.0195533 0.0199424
5.65788 0.0193527 0.0197456
5.66999 0.0191529 0.0195495
5.68218 0.0189538 0.0193542
5.69444 0.0187555 0.0191597
5.70676 0.0185579 0.018966
5.71915 0.018361 0.0187731
5.73161 0.0181649 0.018581
5.74414 0.0179695 0.0183897
5.75675 0.0177748 0.0181992
5.76943 0.0175808 0.0180095
5.78218 0.0173876 0.0178206
5.79501 0.0171951 0.0176325
5.80792 0.0170033 0.0174451
5.8209 0.0168123 0.0172586
5.83396 0.0166219 0.0170729
5.8471 0.0164323 0.016888
5.86032 0.0162434 0.0167039
5.87362 0.0160553 0.0165205
5.88701 0.0158678 0.016338
5.90048 0.0156811 0.0161563
5.91403 0.015495 0.0159754
5.92768 0.0153097 0.0157953
5.94141 0.0151251 0.015616
5.95523 0.0149412 0.0154375
5.96914 0.014758 0.0152598
5.98314 0.0145755 0.0150829
5.99724 0.0143937 0.0149068
6.01143 0.0142126 0.0147315
6.02572 0.0140322 0.014557
6.0401 0.0138525 0.0143834
6.05459 0.0136735 0.0142105
6.06918 0.0134952 0.0140385
6.08387 0.0133176 0.0138673
6.09866 0.0131407 0.0136968
6.11356 0.0129644 0.0135272
6.12857 0.0127889 0.0133585
6.14368 0.012614 0.0131905
6.15891 0.0124398 0.0130233
6.17425 0.0122662 0.012857
6.18971 0.0120934 0.0126915
6.20529 0.0119212 0.0125268
6.22098 0.0117496 0.0123629
6.23679 0.0115787 0.0121999
6.25273 0.0114085 0.0120377
6.2688 0.011239 0.0118763
6.28499 0.0110701 0.0117157
6.30131 0.0109018 0.011556
6.31776 0.0107342 0.0113971
6.33435 0.0105672 0.011239
6.35108 0.0104008 0.0110818
6.36794 0.0102351 0.0109254
6.38495 0.01007 0.0107698
6.40211 0.00990549 0.0106151
6.41941 0.00974161 0.0104612
6.43686 0.00957834 0.0103082
6.45446 0.00941567 0.010156
6.47223 0.00925359 0.0100046
6.49015 0.0090921 0.00985414
6.50823 0.00893118 0.0097045
6.52648 0.00877085 0.00955571
6.54491 0.00861108 0.00940778
6.5635 0.00845186 0.00926071
6.58227 0.0082932 0.0091145
6.60122 0.00813508 0.00896916
6.62035 0.00797749 0.00882468
6.63967 0.00782042 0.00868108
6.65918 0.00766387 0.00853835
6.67889 0.00750781 0.0083965
6.6988 0.00735225 0.00825553
6.71891 0.00719717 0.00811544
6.73923 0.00704256 0.00797625
6.75977 0.00688841 0.00783794
6.78052 0.0067347 0.00770054
6.80149 0.00658142 0.00756404
6.82269 0.00642855 0.00742844
6.84413 0.00627608 0.00729376
6.8658 0.006124 0.00716
6.88771 0.00597229 0.00702716
6.90987 0.00582093 0.00689525
6.93229 0.0056699 0.00676428
